Korean (ko),Anger,Anticipation,Disgust,Fear,Joy,Sadness,Surprise,Trust
떨다,1,1,0,1,0,1,0,0
재생모직물,1,0,1,0,0,0,0,0
사격,1,0,0,1,0,0,0,0
사수,0,0,0,1,0,0,0,0
촬영,1,0,0,1,0,0,0,0
가게주인,0,0,0,0,0,0,0,1
좀도둑,1,0,1,0,0,0,0,0
쇼핑,0,1,0,0,1,0,1,1
샷,1,0,0,1,0,1,1,0
어깨,0,0,0,0,0,0,0,1
지지,1,0,0,0,0,0,0,0
보여주다,0,0,0,0,0,0,0,1
유산탄,0,0,0,1,0,0,0,0
측판,0,0,0,0,0,1,0,0
전율,0,0,0,1,0,0,0,0
고약한,0,0,1,0,0,1,0,0
병들게하는,1,0,1,1,0,1,0,0
병난,0,0,1,0,0,1,0,0
서명,0,0,0,0,0,0,0,1
끓이다,1,1,0,0,0,0,0,0
서서히끓는,0,1,0,0,0,0,0,0
단순화하다,0,1,0,0,1,0,1,1
죄가많은,1,0,1,1,0,1,0,0
노래,0,1,0,0,1,1,0,1
단독으로,0,0,0,0,0,0,1,0
죄를짓는,0,0,1,0,0,0,0,0
경,0,0,0,0,0,0,0,1
사이렌,0,0,0,1,0,0,0,0
여성단체,1,0,0,0,0,1,1,1
찌는듯이덥다,1,0,0,0,0,0,0,0
활재,1,0,0,1,0,1,0,0
잘만들어진,0,0,0,0,0,0,0,1
작은접전,1,0,0,0,0,0,0,0
찰싹,1,0,0,0,0,0,1,0
삭감,1,0,0,0,0,0,0,0
학살,1,0,1,1,0,1,1,0
도살,1,0,1,1,0,1,1,0
노예제도,1,0,1,1,0,1,0,0
몹시웃기다,1,0,0,0,0,0,0,0
살해자,1,0,1,1,0,1,1,0
더러운것,0,0,1,0,0,0,0,0
슬립,0,0,0,0,0,0,1,0
묽고싱거운,0,0,1,0,0,0,0,0
나태,0,0,1,0,0,0,0,0
강타,0,0,1,0,0,0,0,0
부진한,0,0,0,0,0,1,0,0
빈민굴,0,0,1,0,0,0,0,0
슬럼프,0,0,0,0,0,1,0,0
윤활유,0,0,1,0,0,0,1,0
스매시,1,0,0,1,0,0,0,0
냄새가나는,0,0,1,0,0,0,0,0
미소,0,0,0,0,1,0,1,1
웃고있는,0,0,0,0,1,0,0,0
스미스,0,0,0,0,0,0,0,1
연기내는것,1,0,0,0,0,0,0,0
밀수입하다,0,0,0,1,0,0,0,0
밀수선,1,0,1,1,0,0,0,0
흑수병,0,0,1,1,0,0,0,0
가지그루터기,0,0,0,0,0,0,1,0
올무,0,0,0,1,0,0,0,0
혼수상태의,1,0,0,0,0,0,0,0
몰래움직이는,0,1,0,1,0,0,0,1
재채기,0,0,1,0,0,0,1,0
맑은정신,0,0,0,0,0,0,0,1
사회주의,0,0,1,1,0,0,0,0
사회주의자,1,0,1,1,0,1,0,0
흙,0,0,1,0,0,0,0,0
신체의,0,0,0,0,0,0,1,0
침울한,0,0,0,0,0,1,0,0
소나,0,1,0,0,0,0,0,0
소네트,0,0,0,0,1,1,0,0
격조높은,0,0,0,0,1,0,0,0
그을음,0,0,1,0,0,0,0,0
달래는,0,0,0,0,1,0,0,1
쓰림,0,0,1,0,0,1,0,0
슬픔,0,0,0,1,0,1,0,0
슬프게하는,0,0,0,0,0,1,0,0
영혼이없는,0,0,1,1,0,1,0,0
소울메이트,0,0,0,1,0,0,0,0
사워,0,0,1,0,0,0,0,0
주권자,0,0,0,0,0,0,0,1
온천,0,1,0,0,1,0,1,1
발바리,0,0,0,0,1,0,0,1
찰싹때리기,1,0,0,1,0,1,0,0
경련,0,0,0,1,0,0,0,0
작은얼룩,0,0,1,0,0,0,0,0
장관의,0,1,0,0,0,0,1,0
내뿜다,0,0,1,0,0,0,0,0
스파이크,0,0,0,1,0,0,0,0
노처녀,0,0,0,1,0,1,0,0
주정,0,1,0,0,1,0,1,0
침,0,0,1,0,0,0,0,0
짓궂은,1,0,0,0,0,0,0,0
화려,0,1,0,0,1,0,1,0
겁탈자,0,0,0,0,0,1,0,0
대변인,0,0,0,0,0,0,0,1
스폰서,0,0,0,0,0,0,0,1
티없는,0,0,0,0,0,0,0,1
삠,0,0,0,0,0,1,0,0
박차,0,0,0,1,0,0,0,0
가짜의,0,0,1,0,0,0,0,0
돌풍,0,0,0,1,0,1,0,0
끽소리못하게함,1,0,1,0,0,0,0,0
질주하다,0,0,1,0,0,0,0,0
파상배치,0,0,0,0,0,0,1,0
흐르지않는,0,0,0,0,0,1,0,0
수가막힘,1,0,1,0,0,0,0,0
줄기,0,0,0,1,0,0,0,0
마구간,0,0,1,0,0,0,0,0
내구력,0,0,0,0,0,0,0,1
교착상태,1,0,0,1,0,0,0,0
별,0,1,0,0,1,0,0,1
뚜렷한,0,0,0,0,0,0,0,1
별이빛나는,0,1,0,0,1,0,0,0
스타트,0,1,0,0,0,0,0,0
펄쩍뛸만한놀람,0,0,0,1,0,0,1,0
깜짝놀라게하는,0,0,0,0,0,0,1,0
성명서,0,0,0,0,0,0,0,1
통계상의,0,0,0,0,0,0,0,1
확고부동한,0,0,0,0,0,0,0,1
확고한,0,0,0,0,0,0,1,1
훔침,0,0,1,1,0,0,0,0
몰래하기,0,0,0,0,0,0,1,0
멸균된,0,0,0,0,0,1,0,0
청지기,0,0,0,0,0,0,0,1
억눌린,1,0,0,1,0,1,0,0
오명,1,0,1,1,0,1,0,0
사산,0,0,0,0,0,1,0,0
고요함,0,0,0,1,0,1,0,0
적은,1,0,1,1,0,1,0,0
악취,0,0,1,0,0,0,0,0
악취가나는,0,0,1,0,0,0,0,0
훔친,1,0,0,0,0,0,0,0
위,0,0,1,0,0,0,0,0
돌,1,0,0,0,0,0,0,0
변,0,0,1,0,0,0,0,0
폭풍,1,0,0,0,0,0,0,0
폭풍우같은,0,0,0,1,0,0,0,0
똑바로,0,0,0,0,0,0,0,1
팽팽한,1,0,0,0,0,0,0,0
해협,0,0,0,1,0,0,0,0
낯선사람,0,0,0,1,0,0,0,0
목을졸라매다,1,0,1,1,0,1,1,0
전략가,0,1,0,0,0,0,0,1
강하게하는것,0,0,0,0,1,0,0,1
들것,0,0,0,1,0,1,0,0
맞은,0,0,0,0,0,1,0,0
스트라이크,1,0,0,0,0,0,0,0
박탈된,1,1,1,1,0,1,0,0
행정,0,0,0,1,0,1,0,0
구조의,0,0,0,0,0,0,0,1
기절한,0,0,0,1,0,0,1,0
다래끼,0,0,1,0,0,0,0,0
복종한,0,0,0,0,0,1,0,0
진압,1,0,1,1,0,1,0,0
승화,0,0,0,0,1,0,0,0
제출하다,0,1,0,0,0,0,0,0
부하,0,0,0,1,0,0,0,0
구독하다,0,1,0,0,0,0,0,0
침하,0,0,0,0,0,1,0,0
보조금,1,0,1,0,0,0,0,0
성공하다,0,1,0,0,1,0,1,1
성공하는,0,1,0,0,1,0,0,1
성공,0,1,0,0,1,0,0,0
성공한,0,1,0,0,1,0,0,1
빨판,1,0,0,0,0,0,0,0
고소하다,1,0,0,0,0,1,0,0
괴로워하는사람,0,0,0,1,0,1,0,0
괴로움,0,0,1,1,0,1,0,0
질식시키는,0,0,1,1,0,1,0,0
질식,1,0,0,1,0,0,0,0
제안하다,0,0,0,0,0,0,0,1
자살적인,1,0,1,1,0,1,0,0
자살,1,0,0,1,0,1,0,0
음산한,1,0,0,0,0,1,0,0
술탄,0,0,0,1,0,0,0,0
기름통,0,0,1,0,0,0,0,0
해시계,0,1,0,0,0,0,0,1
침몰한,0,0,1,1,0,1,0,0
맑은,0,1,0,0,1,0,1,0
초인,0,0,0,0,1,0,0,1
슈퍼스타,0,0,0,0,1,0,0,1
미신,0,0,0,1,0,0,0,0
미신적인,0,1,0,1,0,0,0,0
간청,0,0,0,0,0,0,0,1
서포터,0,0,0,0,1,0,0,1
지원,0,0,0,0,0,0,0,1
억압,1,0,1,1,0,0,0,0
부가요금,1,0,0,0,0,0,0,0
큰파도,0,0,0,0,0,0,1,0
외과,0,0,0,1,0,1,0,0
놀란,0,0,0,0,0,0,1,0
항복,0,0,0,1,0,1,0,0
항복하는,0,0,0,0,0,1,0,0
서라운드,0,1,0,0,0,0,0,0
용의자,0,0,0,1,0,0,0,0
미결,0,1,0,1,0,0,1,0
현탁,0,0,0,1,0,0,0,0
의혹,0,0,0,1,0,0,0,0
늪,0,0,1,1,0,0,0,0
무리,0,0,1,0,0,0,0,0
만자,1,0,0,1,0,0,0,0
과자,0,1,0,0,1,0,0,0
팽윤,0,0,0,1,0,0,0,0
곡구,0,0,0,1,0,0,1,0
통음,0,0,1,0,0,0,0,0
수영,0,1,0,1,1,0,0,0
대칭,0,0,0,0,1,0,0,1
교감신경,0,0,0,1,1,1,0,1
공감하다,0,0,0,0,0,1,0,0
교향곡,0,1,0,0,1,0,0,0
동기화하다,0,1,0,0,1,0,1,1
졸도,0,0,0,1,0,1,1,0
시너지효과가있는,0,0,0,0,0,0,0,1
총회,0,0,0,0,0,0,0,1
주사기,0,0,0,1,0,0,0,0
체계,0,0,0,0,0,0,0,1
금기,0,0,1,1,0,0,0,0
표로만들다,0,1,0,0,0,0,0,0
태클,1,0,0,0,0,0,1,0
전술,0,0,0,1,0,0,0,1
협력관계,0,0,0,0,0,0,0,1
탄탈,0,1,0,0,1,0,1,0
관세,1,0,1,0,0,0,0,0
가르쳤다,0,0,0,0,0,0,0,1
황갈색의,0,0,1,0,0,0,0,0
세,0,0,0,0,0,1,0,0
가르치다,0,0,0,0,1,0,1,1
팀,0,0,0,0,0,0,0,1
눈물어린,0,0,1,1,0,1,0,0
볶다,1,1,0,0,0,1,0,0
놀리는,1,0,0,1,0,0,0,0
삼가는,0,0,0,0,0,0,0,1
대소동,1,1,0,1,0,1,1,0
유연함,0,0,0,0,1,0,0,0
장력,1,0,0,0,0,0,0,0
단말기,0,0,0,1,0,1,0,0
흰개미,0,0,1,0,0,0,0,0
테러,1,0,1,1,0,1,0,0
테러리스트,1,0,1,1,0,1,1,0
겁먹게하다,1,0,0,1,0,1,0,0
성서,0,1,0,0,0,0,0,1
파상풍,0,0,1,0,0,0,0,0
감사하는,0,0,0,0,1,0,0,0
추수감사절,0,0,0,0,1,0,0,0
유신론,0,0,1,0,0,0,0,0
신탁의,1,0,0,1,0,1,0,1
신학적,0,0,0,0,0,0,0,1
정리,0,0,0,0,0,0,0,1
이론,0,1,0,0,0,0,0,1
학의,0,0,0,0,1,0,0,1
열전대,0,1,0,0,0,0,0,0
온도계,0,0,0,0,0,0,0,1
도둑,1,0,1,1,0,1,1,0
갈증,0,1,0,0,0,1,1,0
열세번째,0,0,0,1,0,0,0,0
인정있는,0,0,0,0,0,0,0,1
인정없는,1,0,1,0,0,0,0,0
뒹굴다,1,0,1,1,0,1,0,0
위협하다,1,1,0,1,0,0,0,0
스릴,0,1,0,1,1,0,1,0
번성하는,0,1,0,0,1,0,0,0
왕좌,0,0,0,0,0,0,0,1
조절판,1,0,0,0,0,0,0,0
자객,1,0,1,1,0,0,0,0
때림,1,0,0,0,0,0,0,0
탁치는,0,0,0,1,0,0,0,0
우뢰같은,1,0,0,1,0,0,0,0
간지럼,0,1,0,0,1,0,1,1
사소한말다툼,1,0,0,0,0,0,0,0
죄다,1,0,0,0,0,0,0,0
소심한,0,0,0,1,0,1,0,0
소심,0,1,0,1,0,0,0,0
싸고야한것,0,0,0,0,1,0,0,0
장황한연설,1,0,1,0,0,0,0,0
두꺼비,0,0,1,0,0,0,0,0
토스트,0,0,0,0,1,0,0,0
무덤,0,0,0,0,0,1,0,0
내일,0,1,0,0,0,0,0,0
치통,0,0,0,1,0,0,0,0
상단,0,1,0,0,0,0,0,1
넘어뜨리다,0,0,0,0,0,0,1,0
수뢰,1,0,0,0,0,0,0,0
다루기어려운,1,0,0,0,0,1,0,0
강인한,0,0,0,0,0,1,0,0
인성,1,0,0,1,0,0,0,1
높이솟은,0,1,0,1,0,0,0,0
유독한,0,0,1,0,0,0,0,0
선로,0,1,0,0,0,0,0,0
무역,0,0,0,0,0,0,0,1
비극,0,0,0,1,0,1,0,0
훈련자,0,0,0,0,0,0,0,1
도보여행가,0,0,1,1,0,1,0,0
트랜잭션,0,0,0,0,0,0,0,1
초월,0,1,0,0,1,0,1,1
성적증명서,0,0,0,0,0,0,0,1
과도기적,0,1,0,0,0,0,0,0
번역,0,0,0,0,0,0,0,1
쓰레기같은,0,0,1,0,0,0,0,0
외상성의,1,0,0,1,0,1,0,0
희한한,0,0,1,1,0,1,0,0
배반,1,0,0,1,0,1,1,0
밟아돌리는바퀴,0,1,0,0,0,0,0,0
반역,1,0,1,1,0,0,1,0
보물,0,1,0,0,1,0,0,1
귀중품보관자,0,0,0,0,0,0,0,1
나무,1,1,1,0,1,0,1,1
간난,0,0,0,1,0,1,0,0
호민관,0,0,0,0,0,0,0,1
지류,0,1,0,0,0,0,0,0
속임수,1,0,1,1,0,1,1,0
걸려넘어지는,1,0,0,0,0,1,0,0
승리,0,1,0,0,1,0,0,0
트롤,1,0,0,1,0,0,0,0
트로피,0,1,0,0,1,0,1,1
휴전,0,0,0,0,1,0,0,1
트럭,0,0,0,0,0,0,0,1
참된,0,0,0,0,1,0,0,1
지붕틀,0,0,0,0,0,0,0,1
보관위원,0,0,0,0,0,0,0,1
진실,0,0,0,0,0,0,0,1
거짓말안하는,0,0,0,0,0,0,0,1
박진성,0,0,0,0,0,0,0,1
종양,0,0,0,1,0,0,0,0
소란,1,0,0,1,0,0,1,0
난류,1,0,0,1,0,0,0,0
격동의,0,0,0,1,0,0,0,0
격투,1,0,0,0,0,0,0,0
눈빛,0,1,0,0,1,0,0,0
태풍,0,0,0,1,0,0,0,0
폭군의,1,0,1,1,0,0,0,0
포학,0,0,0,1,0,1,0,0
폭군,1,0,1,1,0,1,0,0
추함,0,0,1,1,0,1,0,0
추한,0,0,1,0,0,0,0,0
궤양,1,0,1,1,0,1,0,0
궁극적으로,0,1,0,0,0,0,0,0
최후통첩,1,0,0,1,0,0,0,0
판정자,0,0,0,0,0,0,0,1
할수없는,0,0,0,0,0,1,0,0
용납될수없는,0,0,0,0,0,1,0,0
미확인의,0,0,0,0,0,1,0,0
예상치못한,0,0,0,0,0,0,1,0
얻기어려운,1,0,0,0,0,1,0,0
매력없는,0,0,1,0,0,1,0,0
견딜수없는,0,0,1,0,0,1,0,0
매맞지않은,0,1,0,0,1,1,1,0
구속을받지않은,1,1,0,1,0,0,1,0
꺾이지않은,0,0,0,0,0,0,0,1
섬뜩한,0,0,0,1,0,0,1,0
불확실한,1,0,1,1,0,0,1,0
비양심적인,0,0,1,0,0,0,0,0
무제한의,0,0,0,0,1,0,0,0
제어할수없는,1,1,0,0,0,0,1,0
폭로하다,0,0,0,0,0,0,1,0
결정되지않은,0,1,0,1,0,0,0,0
싼어림,0,0,0,0,0,0,1,0
급여가부족한,1,0,0,0,0,1,0,0
장의사,0,0,0,0,0,1,0,0
인수하다,0,0,0,0,0,0,0,1
탐탁지않은,1,0,1,1,0,1,0,0
원하지않는,0,0,0,0,0,1,0,0
공개되지않은,0,1,0,0,0,0,0,0
발견되지않은,0,0,0,0,0,0,1,0
의심할여지없이,0,1,1,0,0,0,0,0
불안,0,1,0,0,0,1,0,0
교육을받지않은,0,0,0,0,0,1,0,0
한가한,0,0,0,1,0,1,0,0
같지않은,1,0,1,1,0,1,0,0
예기치않은,0,1,0,1,1,0,1,0
뜻밖에,0,0,0,0,0,0,1,0
불공정,1,0,1,0,0,1,0,0
불공평,1,0,0,0,0,1,0,0
불충실한,0,0,1,0,0,0,0,0
펴다,0,1,0,0,0,0,0,0
뜻하지않은,0,0,0,0,0,0,1,0
용서를주지않는,1,0,0,0,0,1,0,0
불행한사람,0,0,0,0,0,1,0,0
완성되지않은,1,1,0,0,0,1,1,0
신앙심없는,0,0,0,0,0,1,0,0
일한보람없는,1,0,1,0,0,0,0,0
지키지않는,0,0,0,0,0,0,1,0
불행한,1,0,1,0,0,1,0,0
건강에해로운,0,0,1,1,0,1,0,0
상상할수없는,0,0,0,0,0,0,1,0
영감없는,0,0,0,0,0,1,0,0
의도하지않은,0,0,0,0,0,0,1,0
무의식적으로,0,0,0,0,0,0,1,0
무관심한,0,0,0,0,0,1,0,0
시시한,0,0,0,0,0,1,0,0
초대받지않은,0,0,0,0,0,1,0,0
단합된,0,0,0,0,0,0,0,1
대학,0,1,0,0,0,0,0,0
부당한,1,0,0,0,0,0,0,0
정당하지못한,1,0,1,1,0,0,0,0
불친절한,1,0,1,1,0,1,0,0
부자연스러운,0,0,1,1,0,0,0,0
미납된,1,0,0,0,0,1,0,0
인기없는,0,0,1,0,0,1,0,0
예측할수없는,0,0,0,0,0,0,1,0
널리알려지지않은,0,1,0,0,0,1,0,0
나무랄데없는,0,0,0,0,0,0,0,1
문제시되지않는,0,0,0,0,0,0,0,1
신뢰할수없는,0,0,0,0,0,0,0,1
보답없는,0,0,0,0,0,1,0,0
해결되지않은,0,1,0,0,0,0,0,0
~을,1,0,1,1,0,0,0,0
만족스럽지않은,0,0,1,0,0,0,0,0
만족하지못하는,0,0,1,0,0,1,0,0
앉히다,0,0,0,0,0,1,0,0
보기흉한,0,0,1,0,0,0,0,0
말하기싫은,0,0,0,1,0,0,0,0
실패한,0,0,0,0,0,1,0,0
이겨낼사람없는,0,1,0,1,1,0,0,1
동정심없는,1,0,0,0,0,0,0,0
상상도할수없는,1,0,1,1,0,0,0,0
어수선한,0,0,1,0,0,0,0,0
제목없는,0,0,0,0,0,1,0,0
쓸데없는,1,0,1,0,0,0,0,0
믿지못할,1,0,0,0,0,0,0,0
확인되지않은,0,1,0,0,0,0,0,0
씻지않은,0,0,1,0,0,0,0,0
흔들리지않는,0,0,0,0,0,0,0,1
반갑지않은,0,0,0,0,0,1,0,0
몸이좋지않다,0,0,0,0,0,1,0,0
가치없는,0,0,1,0,0,0,0,0
대변동,1,0,0,1,0,1,0,0
고개위로,0,1,0,1,0,0,0,0
융기,0,1,0,0,1,0,0,1
긴급,0,1,0,1,0,0,1,0
긴급한,0,1,0,1,0,0,1,0
수위,0,0,0,0,0,0,0,1
빼앗다,1,0,0,0,0,0,0,0
빼앗긴,1,0,0,1,0,0,0,0
유토피아의,0,1,0,0,1,0,0,1
공연히,0,0,1,0,0,1,0,0
효력,0,0,0,1,0,0,0,0
흡혈귀,1,0,1,1,0,0,0,0
사라진,0,0,0,1,0,1,1,0
송아지고기,0,0,0,0,0,1,0,1
무성의,0,0,1,0,0,1,0,0
상호복수,1,0,0,1,0,1,0,0
오래된,0,1,0,0,1,0,0,1
복수심에찬,1,0,0,1,0,0,0,0
독액,1,0,1,1,0,0,0,0
벤트,1,0,0,0,0,0,0,0
평결,0,0,0,1,0,0,0,0
진실로,0,0,0,0,0,0,0,1
봄같은,0,0,0,0,1,0,0,0
소포성,0,0,1,0,0,0,0,0
재향군인,0,0,0,0,0,0,0,1
거부권,1,0,0,0,0,0,0,0
희생자,1,0,0,1,0,1,0,0
희생된,1,0,1,1,0,1,1,0
승리자,0,0,0,0,1,0,0,0
승리의,0,0,0,0,1,0,0,0
철야기도,0,1,0,0,0,0,0,0
자지않고지키는,0,0,0,1,0,0,0,1
마을사람,0,0,0,0,0,0,0,1
악한같은,1,0,1,1,0,0,0,0
옹호하다,1,0,0,0,0,0,0,0
복수심있는,1,0,1,0,0,0,0,0
폭력,1,0,0,1,0,1,0,0
맹렬히,1,0,1,1,0,1,0,0
독사같은사람,0,0,0,1,0,0,0,0
처녀,0,0,0,0,0,0,0,1
처녀성,0,1,0,0,0,0,0,0
덕,0,0,0,0,0,0,0,1
덕있는,0,0,0,0,1,0,0,1
독성,1,0,0,1,0,0,0,0
공상가,0,1,0,0,1,0,0,1
방문객,0,1,0,0,1,0,0,0
챙,0,1,0,0,0,0,1,0
활력,0,0,0,0,1,0,0,1
활기있는,0,0,0,0,1,0,0,0
생생한,0,0,0,0,1,0,0,0
휘발성,1,1,0,1,0,0,1,0
화산,0,0,0,1,0,0,1,0
지원자,0,1,0,1,1,0,0,1
자원봉사자,0,0,0,0,0,0,0,1
토하다,0,0,1,0,0,0,0,0
봉헌하다,0,0,0,0,0,0,0,1
보증인,0,0,0,0,0,0,0,1
저속한,0,0,1,0,0,0,0,0
속악,1,0,1,0,0,1,0,0
취약점,0,0,0,1,0,1,0,0
무자비한사람,0,0,1,1,0,0,0,0
와플,1,0,0,0,0,1,0,0
임금,0,0,0,0,1,0,0,0
기다림,0,1,0,0,0,0,0,0
쇠미,0,0,0,0,0,1,0,0
이없이,0,0,0,0,0,1,0,0
전쟁,0,0,0,1,0,0,0,0
파수꾼,1,0,0,1,0,0,0,1
제품,0,0,0,1,0,0,0,0
호전적인,1,0,0,1,0,0,0,0
요술장이,0,0,0,1,0,0,0,0
경고하다,0,1,0,1,0,0,1,1
경고한,0,1,0,1,0,0,1,0
사마귀,0,0,1,0,0,0,0,0
낭비,0,0,1,0,0,0,0,0
낭비적인,1,0,1,0,0,1,0,0
손목시계,0,1,0,1,0,0,0,0
지키는개,0,0,0,0,0,0,0,1
야경꾼,0,0,0,0,0,0,0,1
약하게,0,0,0,1,0,1,0,0
입고있다,0,0,0,0,0,0,0,1
잡초,0,0,0,0,0,1,0,0
울음,0,0,0,0,0,1,0,0
달다,0,1,0,0,0,0,0,1
무거운,0,0,0,1,0,0,0,0
기묘한,0,0,1,0,0,0,0,0
환영했다,0,0,0,0,1,0,0,0
흐느낌,0,0,0,1,0,1,0,0
우는소리,0,0,1,0,0,1,0,0
선풍,0,0,0,1,0,0,0,0
화이트,0,1,0,0,1,0,0,1
흼,0,0,0,0,1,0,0,0
사악,0,0,1,0,0,0,0,0
과부,0,0,0,0,0,1,0,0
홀아비,0,0,0,0,0,1,0,0
야생,0,0,0,0,0,0,1,0
황야,0,1,0,1,0,1,0,0
들불,0,0,0,1,0,1,1,0
고집센,1,0,0,0,0,1,0,0
위핌,1,0,1,1,0,1,0,0
질겁,1,0,1,1,0,1,0,0
우승자,0,1,0,0,1,0,1,0
위닝,0,1,0,0,1,0,0,0
무선전화,1,1,0,0,0,0,1,0
지혜,0,0,0,0,0,0,0,1
탐내는,0,1,0,0,0,0,0,0
마녀,1,0,1,1,0,0,0,0
요술,1,0,0,1,0,1,0,0
버티다,0,1,0,1,0,0,0,0
재치있는,0,0,0,0,1,0,0,0
훌륭하게,0,0,0,0,1,0,1,0
워드,0,0,0,0,0,0,0,1
벌레,0,1,0,0,0,0,1,0
걱정하는,0,1,0,1,0,1,0,0
보다나쁜,0,0,0,1,0,1,0,0
악화되는,0,0,1,0,0,1,0,0
예배,0,1,0,1,1,0,0,1
승강이,1,0,1,1,0,1,0,0
난파된,1,0,0,1,0,1,0,0
놈,1,0,1,0,0,1,0,0
주름진,0,0,0,0,0,1,0,0
악행,1,0,1,0,0,1,0,0
외국인혐오증,0,0,0,1,0,0,0,0
그리움,0,1,0,0,1,0,0,1
개가깽깽우는소리,1,0,0,1,0,0,1,0
청소년,1,1,0,1,1,0,1,0
알랑쇠,0,0,0,0,0,0,1,0
열성,0,1,0,0,1,0,1,1
열정적인,0,0,0,0,1,0,0,1
풍미,0,1,0,0,1,0,0,1
